"championid","championname","teamposition","build","participant_count","win","firstbloodkill","firstbloodassist","firsttowerkill","firsttowerassist","champlevel","champexperience","kills","deaths","assists","doublekills","triplekills","killingsprees","largestkillingspree","largestmultikill","goldearned","goldspent","totaldamagedealt","totaldamagedealttochampions","physicaldamagedealt","physicaldamagedealttochampions","magicdamagedealt","magicdamagedealttochampions","truedamagedealt","truedamagedealttochampions","damagedealttobuildings","damagedealttoturrets","damagedealttoobjectives","damagedealttoepicmonsters","totaldamagetaken","physicaldamagetaken","magicdamagetaken","truedamagetaken","damageselfmitigated","totalheal","totalhealsonteammates","totaldamageshieldedonteammates","timeccingothers","totaltimeccdealt","totalminionskilled","neutralminionskilled","totalallyjungleminionskilled","totalenemyjungleminionskilled","baronkills","dragonkills","inhibitorkills","inhibitortakedowns","inhibitorslost","turretkills","turrettakedowns","turretslost","objectivesstolen","objectivesstolenassists","visionscore","wardsplaced","wardskilled","detectorwardsplaced","visionwardsboughtingame","totaltimespentdead","longesttimespentliving","pings","kda","ka","firstblood_participation","totalprotectiononteammates","expected_frontline_index","expected_effective_durability","expected_vision_denial_ratio","expected_vision_action_score","expected_epic_objective_score","expected_structure_score","expected_snowball_score","expected_damage_per_gold","expected_physical_damage_share","expected_magic_damage_share","expected_true_damage_share","damage_to_taken_ratio","totalcs"
1,"Annie","BOTTOM","ability_power",361,0.53739613,0.12742382,0.10526316,0.07202216,0.038781162,14.747923,460.3554,0.2218531,0.22989777,0.31290105,0.019735046,0.0014536148,0.052586567,2.833795,1.4376731,422.9404,391.8201,4122.7485,832.1891,346.18567,34.231575,3648.1008,769.8572,128.4274,28.067053,139.41296,139.41296,218.62074,48.332535,653.6564,369.88882,257.26437,26.470167,403.9865,60.855556,0.3834964,76.295006,1.046176,9.697317,6.3848853,0.032457832,0.0072782827,0.010371784,0.0006847015,0.0011152719,0.13850416,0.4570637,0.88642657,1.0470914,2.2880886,5.933518,0.000054209064,0.00015776674,0.73559684,0.3262439,0.10317038,0.03466762,0.039274964,6.50579,551.88086,1.3296034,0.53475416,0.53475416,0.23268698,76.6785,1.2709165,1118.4984,0.10317038,0.6288846,0.0027508598,4.5263157,1.4921263,1.9676274,0.041134372,0.92509884,0.033726774,1.2731293,6.417343
1,"Annie","MIDDLE","ability_power",28465,0.52766556,0.09752327,0.084173545,0.040892325,0.018478833,15.288565,507.74652,0.21386276,0.21915944,0.30265215,0.016403615,0.0016523552,0.049418334,2.8073072,1.3839452,403.54868,376.12332,4169.189,863.1098,396.92572,41.53539,3632.0886,788.76636,140.14001,32.777225,133.80614,133.80614,193.23778,30.405947,673.34,345.42084,294.5331,33.35099,429.15277,75.32329,0.403177,71.60212,1.1080215,10.226481,6.549122,0.03184389,0.009967387,0.007868588,0.00042185545,0.00094929745,0.11431583,0.41566837,0.7926225,0.88593006,2.033304,5.8788686,0.00018687034,0.0003007644,0.77372235,0.31573358,0.10196831,0.058828,0.06571868,6.732752,564.84357,1.6654297,0.5165149,0.5165149,0.18169682,72.0053,1.2773494,1177.816,0.10196831,0.7177794,0.0024675133,3.9792025,1.4727802,2.1387997,0.048122946,0.9138656,0.03797573,1.2818335,6.5809655
1,"Annie","MIDDLE","ap_off_tank",395,0.5164557,0.06835443,0.08607595,0.027848102,0.035443038,15.643038,517.2964,0.17155334,0.19999374,0.33295092,0.012395491,0.0009436686,0.040206354,2.4683545,1.2810127,393.02118,368.0272,4061.3767,828.90076,422.77948,46.79821,3523.4746,759.316,115.08901,22.75514,108.099655,108.099655,160.25171,22.181318,761.41504,394.76813,331.22595,35.386707,483.04764,108.18518,0.09814761,87.61495,1.3343887,13.007071,6.5575056,0.02628049,0.009084781,0.005678179,0.00017641838,0.00087142515,0.103797466,0.4227848,0.84303796,0.8607595,2.1949368,6.149367,0,0.0009077406,0.7504851,0.3006616,0.10750405,0.05832659,0.06378598,6.1709094,600.14935,1.8226261,0.50450426,0.50450426,0.15443037,87.7131,1.501341,1352.6478,0.10750405,0.7061428,0.0021320025,4.108861,1.2886664,2.1090486,0.05645816,0.9160517,0.027452188,1.088632,6.583786
1,"Annie","TOP","ability_power",1495,0.5511706,0.10836121,0.050167225,0.115719065,0.020735785,15.911706,541.534,0.1936884,0.21829692,0.27114725,0.012189944,0.0012990923,0.04337055,2.5538461,1.2976589,398.9667,372.31528,4223.1973,871.76733,390.2084,51.158184,3667.478,784.54816,165.47655,36.031094,162.84756,162.84756,222.49086,37.749123,683.43494,390.5159,259.85477,33.029037,459.79276,77.108116,0.6053226,70.928635,1.2035837,10.303091,6.5164084,0.027927285,0.007948156,0.00663606,0.00027578286,0.0005811923,0.103010036,0.43210703,0.7826087,1.0996655,2.2615385,5.8093643,0.00007819367,0.00015393709,0.8079164,0.33343425,0.07762661,0.041416593,0.047098547,6.883093,569.2943,1.478962,0.46483564,0.46483564,0.15852843,71.53396,1.3113908,1220.3358,0.07762661,0.6269044,0.0014430825,4.431438,1.3350817,2.185063,0.0586833,0.8999513,0.04133109,1.2755674,6.544336
1,"Annie","TOP","ap_off_tank",67,0.5074627,0.07462686,0.05970149,0.014925373,0.014925373,16.238806,532.4718,0.12972666,0.19840899,0.28878626,0.0049438085,0.0004326195,0.026275238,1.7462686,1.0746269,372.12048,348.3708,4028.474,823.8364,431.9009,65.03253,3467.3271,731.99615,129.21718,26.77819,100.796684,100.796684,156.80698,25.770025,797.9034,460.3357,306.16757,31.371462,534.3247,121.94605,0.015700325,71.21513,1.3905618,12.559414,6.3754025,0.031201411,0.014498827,0.004774161,0,0,0.04477612,0.43283582,0.880597,0.7910448,1.9552239,6.2985077,0,0.00039712744,0.7814903,0.34979355,0.075569555,0.032546252,0.03642689,6.0927444,628.2985,1.3600829,0.4185129,0.4185129,0.13432837,71.230835,1.6171026,1454.1741,0.075569555,0.6010942,0.00039712744,3.7014925,0.9052186,2.213897,0.07893865,0.88852125,0.032504257,1.0325015,6.4066043
1,"Annie","UTILITY","ability_power",2393,0.5085667,0.087755956,0.1759298,0.040534895,0.097367324,13.18178,376.11453,0.13304363,0.2616593,0.4912613,0.005997947,0.00027627978,0.027211646,1.5156707,1.1211869,328.0988,298.65552,1317.4326,607.0139,135.723,37.024452,1062.5913,533.6234,119.082825,36.335842,58.84225,58.84225,107.96721,31.23514,674.111,382.20715,265.1712,26.697624,327.98276,75.265816,5.9317317,94.60853,1.2481868,5.2719684,1.302982,0.019300623,0.0039728507,0.004411105,0.0002884953,0.0010681588,0.09987464,0.4433765,0.8031759,0.44755536,1.8880067,5.860844,0.0001717356,0.00044274982,2.702664,1.1581339,0.27862865,0.15594888,0.14579675,6.426192,505.91852,1.7784251,0.62430495,0.62430495,0.26368576,100.54026,1.650858,1077.3596,0.19392812,2.179568,0.0024313703,3.4220643,0.7915975,1.850095,0.060994405,0.8790959,0.059859984,0.9004658,1.3222826
1,"Annie","UTILITY","ap_off_tank",214,0.54672897,0.037383176,0.1542056,0.028037382,0.088785045,13.093458,369.42053,0.101765744,0.2275559,0.5142302,0.004686885,0.00060484285,0.018641278,1.1028037,1.0841122,316.56967,286.7573,1107.4166,511.95602,135.63089,39.671844,858.86536,445.7776,112.88758,26.478193,51.74814,51.74814,92.57018,30.493954,710.1459,390.89767,289.17252,30.040588,352.46643,107.16667,15.666602,121.14768,1.4073546,6.8971767,1.2072142,0.014608915,0.0022486618,0.0019948178,0.0006083293,0.0014535884,0.07943925,0.5140187,0.7943925,0.38785046,2.135514,5.771028,0,0.0003338654,2.879352,1.2580144,0.29933572,0.19400817,0.17145099,5.462887,548.9159,1.7603211,0.61599594,0.61599594,0.19158879,136.81429,2.0755928,1169.7789,0.19220836,2.4379363,0.0030041123,3.7102804,0.5759397,1.6171986,0.077490725,0.87073416,0.051719666,0.72091675,1.2218231
1,"Annie","UTILITY","utility_enchanter",468,0.5491453,0.06410257,0.15811966,0.027777778,0.091880344,12.431623,361.29636,0.08054204,0.21981837,0.5459008,0.002227493,0,0.014244237,0.7863248,0.8974359,308.3649,276.4772,901.9462,421.37436,140.49565,43.010166,666.94556,361.04883,94.4678,17.285988,49.551105,49.551105,83.95933,23.324045,627.0964,353.66653,248.88559,24.5083,321.12885,109.92285,27.615509,148.35352,1.2876711,5.0935936,1.064628,0.009745484,0.0014289821,0.0012566469,0.00020456527,0.00073860894,0.07692308,0.44230768,0.6282051,0.30128205,2.0961537,5.0576925,0,0.00028938652,2.764939,1.2143275,0.29501134,0.19313858,0.18159871,5.0249267,545.0876,1.8540292,0.6264429,0.6264429,0.22222222,175.96902,2.2503154,1058.1481,0.19545734,2.406319,0.001437126,3.4358974,0.4096341,1.3664795,0.10207115,0.8568363,0.041022874,0.67194515,1.0743735
1,"Annie","UTILITY","utility_protection",582,0.5343643,0.042955328,0.1580756,0.04982818,0.104811,13.015464,368.62567,0.072118476,0.21675783,0.5467406,0.0033580323,0.00018709869,0.013390627,0.77147764,0.92268044,307.4662,278.661,870.2493,401.95963,141.76965,42.432724,633.63367,343.98877,94.80837,15.510416,49.58316,49.58316,82.83517,22.047045,648.9056,361.29156,263.3691,24.2098,342.25046,191.52318,101.84807,192.67462,1.221481,4.352951,1.0262042,0.014333712,0.0023899158,0.0015473295,0.00026583896,0.0014102863,0.077319585,0.48281786,0.7869416,0.37628865,2.353952,5.7766323,0.00011095217,0.00016213421,2.8266106,1.2304137,0.29515722,0.18219233,0.1653554,5.183696,557.67523,1.8275901,0.6188591,0.6188591,0.20103092,294.52267,2.46581,1182.6792,0.1934733,2.368245,0.0023260028,3.8505154,0.40286168,1.3073295,0.10556465,0.85577947,0.038587,0.61944234,1.040538
2,"Olaf","BOTTOM","ad_off_tank",53,0.4716981,0.056603774,0.18867925,0.28301886,0.056603774,14.490566,463.61584,0.25710657,0.25832418,0.24952559,0.03600753,0.00664058,0.06023207,3.0566037,1.7169812,455.01004,425.05072,4981.6396,792.45013,4341.878,600.4715,14.532865,5.5225987,625.1973,186.43105,241.87285,241.87285,397.29074,72.78786,1142.3243,654.11487,381.53384,106.63973,1187.1881,362.35196,0,0,0.63621086,13.302604,6.6928363,0.12788133,0.04611287,0.042378012,0.00066907535,0.002962293,0.2264151,0.5471698,1,1.9056604,2.8301888,6.3207545,0,0,0.6090786,0.29396692,0.07293645,0.020072933,0.024502555,6.804039,490.11322,1.200311,0.50663215,0.50663215,0.24528302,0,2.939633,2691.8645,0.07293645,0.49252257,0.004300444,6.283019,1.6378226,1.7416103,0.7577404,0.006969017,0.23525901,0.6937173,6.8207173
2,"Olaf","BOTTOM","attack_damage",504,0.5436508,0.25,0.097222224,0.22023809,0.041666668,14.9920635,496.71945,0.31994498,0.23426169,0.21336058,0.04843111,0.009384814,0.07259099,4.073413,1.9166666,501.32465,459.83823,5884.9893,923.50134,5162.3438,708.8535,17.634409,5.893142,704.98315,208.7288,270.5145,270.5145,459.55298,126.05673,1085.1642,582.1731,346.07208,156.88213,1399.5808,588.32385,0,0,0.51182157,8.769214,7.518144,0.17697148,0.04936583,0.066871755,0.001279342,0.003747545,0.25,0.5218254,0.68849206,2.0099206,2.9444444,5.410714,0.00027011542,0.00026089075,0.5292488,0.23708034,0.07027367,0.0074976864,0.009480543,6.421459,531.10516,2.0312948,0.5333055,0.5333055,0.3472222,0,2.6905699,3073.0688,0.07027367,0.3764473,0.0071073505,6.498016,2.1764982,1.8421223,0.76757175,0.0063813035,0.22601895,0.8510245,7.6951156
2,"Olaf","BOTTOM","crit",47,0.61702126,0.29787233,0.08510638,0.38297874,0.04255319,16.638298,520.42267,0.37343574,0.23492007,0.20679376,0.07249055,0.015995186,0.08528895,5.0212765,2.255319,575.6643,536.58716,7436.7173,1118.3146,6512.12,871.03394,21.000154,6.600762,903.5746,240.65192,437.12256,437.12256,743.40515,287.39246,1220.6421,665.74316,364.5877,190.28328,1548.7325,735.3303,0,0,0.5045395,8.275513,7.7967186,0.3032733,0.08110902,0.12078675,0.0024769707,0.007395058,0.5106383,0.9787234,0.7659575,3.2340426,4.382979,5.510638,0,0,0.63634974,0.2455932,0.09114203,0.0063462853,0.007498629,7.015836,519.3617,1.9965769,0.5802295,0.5802295,0.38297874,0,2.4763825,3504.7048,0.09114203,0.4099961,0.012348999,10.595745,2.7004082,1.9426506,0.77888095,0.0059024193,0.21519162,0.9161691,8.099992
2,"Olaf","JUNGLE","ad_off_tank",3818,0.51754844,0.10738607,0.07490833,0.04426401,0.036406495,15.286537,523.6462,0.27352765,0.20879105,0.25221252,0.034057382,0.004935568,0.061675478,3.750393,1.6791514,454.87976,419.00003,9123.558,768.8014,5503.365,548.8,6.835963,3.2785387,3613.329,216.69817,92.59735,92.59735,1158.7886,580.59845,1274.9532,778.1283,401.10257,95.68632,1376.5476,802.7193,0.0038213113,0,0.5532677,21.543756,1.1090267,6.000046,3.909862,0.57644314,0.012478227,0.065314494,0.15688843,0.40885282,0.7370351,0.9030906,1.7249869,5.5877423,0.0025104056,0.0000871794,0.8599017,0.16464546,0.14532098,0.06418081,0.07220878,6.0383725,559.73755,2.5107453,0.52574015,0.52574015,0.1822944,0.0038213113,3.4488761,3454.2202,0.14532098,0.6554061,0.09537894,3.7595599,1.9808004,1.6901201,0.7138384,0.0042644804,0.28186494,0.6030036,7.1090727
2,"Olaf","JUNGLE","ar_tank",94,0.43617022,0.04255319,0.08510638,0.021276595,0.031914894,15.851064,508.4701,0.24724239,0.2188312,0.29338175,0.031455006,0.004423253,0.056511756,3.531915,1.7340425,443.13455,430.34885,8692.161,745.14374,5201.5645,518.9884,25.886387,7.489318,3464.6738,218.63919,90.22955,90.22955,1037.6042,471.14453,1247.5387,751.8941,373.71246,121.899826,1750.1035,760.77295,0,0.10605304,0.55538654,20.833174,1.0803555,5.560306,3.7143788,0.47498083,0.011203411,0.05974561,0.13829787,0.38297874,1.0957447,1.0106384,1.8829787,6.7978725,0.003213781,0.0002903994,0.9048625,0.16364503,0.17563023,0.07295992,0.080113,6.4811935,582.57446,2.1141906,0.54062414,0.54062414,0.12765957,0.10605304,4.022905,3758.415,0.17563023,0.7332362,0.08887039,3.93617,1.8627707,1.6815292,0.6964944,0.010050837,0.29341882,0.59729105,6.6406612
2,"Olaf","JUNGLE","attack_damage",1285,0.53540856,0.107393,0.07392996,0.049027238,0.039688718,16.16498,550.1521,0.30859476,0.20785981,0.24839942,0.04394642,0.0066250414,0.07055604,4.2607,1.8700389,483.90863,447.81442,9786.093,871.7426,5899.561,615.8102,7.3624334,3.3190231,3879.148,252.5902,113.63101,113.63101,1249.0941,742.5897,1232.9637,688.88116,401.36,142.68959,1623.0875,859.03564,0,0,0.5386936,20.517231,1.252647,6.154343,4.051784,0.6120375,0.0153393885,0.06732978,0.22023347,0.49105057,0.7836576,1.1354085,2.0420234,5.8536963,0.002766338,0.000101606085,0.8456734,0.14596552,0.15344219,0.047950473,0.053368308,6.464132,592.21246,2.2844374,0.5569942,0.5569942,0.18132296,0,3.2762554,3715.087,0.15344219,0.57876635,0.103642836,4.6,2.2581027,1.8014611,0.70641285,0.003807343,0.2897532,0.7070302,7.4069905
2,"Olaf","JUNGLE","crit",45,0.46666667,0.13333334,0.022222223,0.022222223,0,16.444445,559.3429,0.3490782,0.24060352,0.2125765,0.04833871,0.00794997,0.08122419,4.3555555,1.9111111,498.902,477.1039,9932.09,976.57446,6090.687,722.64996,6.9901743,2.2763114,3834.3894,251.62384,120.68046,120.68046,1152.263,1016.6906,1215.6127,718.8483,401.45493,95.27404,1299.588,772.7603,0,0,0.4898793,18.257097,1.3943355,5.907636,4.106114,0.5250125,0.018258294,0.06501554,0.26666668,0.51111114,0.73333335,1.0222223,1.6666666,6.711111,0.00054892275,0,0.8272977,0.16789672,0.12603007,0.01819426,0.020448375,7.618225,603.6222,1.9885774,0.56165475,0.56165475,0.15555556,0,2.575534,3287.961,0.12603007,0.4342271,0.10262997,4.2444444,2.3232405,1.9574474,0.7399845,0.0023309141,0.25765967,0.80335987,7.301972
2,"Olaf","MIDDLE","ad_off_tank",235,0.506383,0.14468086,0.05106383,0.13617021,0.021276595,15.1234045,524.99304,0.26432344,0.22354794,0.18957932,0.034656454,0.0064382227,0.060939223,3.5148935,1.6680851,443.7553,410.12326,5262.3975,806.37585,4542.02,591.53253,7.1382737,3.1949353,713.21436,211.62373,241.23936,241.23936,396.52148,93.33562,1104.6289,588.9209,421.68884,93.98236,1159.2412,414.84915,0,0,0.5523433,13.227887,7.066613,0.165089,0.03589009,0.05760854,0.00056882866,0.0035618553,0.19574468,0.36595744,0.69787234,1.6,2.3659575,5.255319,0.00014852772,0.00014870072,0.66745865,0.30491596,0.07582042,0.031075472,0.03500601,6.5011883,542.4128,1.4519145,0.45390275,0.45390275,0.19574468,0,2.8074627,2678.7192,0.07582042,0.55080956,0.005145269,5.0893617,1.8659189,1.8171632,0.73356926,0.003962092,0.2624381,0.72999704,7.2317023
2,"Olaf","MIDDLE","attack_damage",542,0.5092251,0.17158672,0.05904059,0.199262,0.02398524,15.732472,546.5953,0.29205713,0.24505442,0.18400662,0.042293593,0.007951357,0.06799496,3.586716,1.8413284,476.9228,445.3377,5998.502,939.6317,5222.783,698.47546,5.601511,3.0717967,770.09143,238.06108,288.0838,288.0838,454.20105,95.58772,1161.1908,587.5628,431.70993,141.88158,1419.8914,603.49316,0,0,0.49332932,9.499681,7.442222,0.22097446,0.057499956,0.09157176,0.0012302225,0.0033417193,0.21771218,0.50369006,0.7915129,2.0479705,2.8376384,5.7047973,0.00024765538,0.00020250298,0.60742146,0.2790616,0.06754089,0.012584823,0.015352543,7.5501227,515.45575,1.7975528,0.47606376,0.47606376,0.23062731,0,2.7469082,3184.5754,0.06754089,0.43624765,0.0064999782,6.3284135,1.9195492,1.9701967,0.7433502,0.0032691495,0.2533557,0.80919665,7.6631966
2,"Olaf","TOP","ad_off_tank",12853,0.49848285,0.17046604,0.04146892,0.22181591,0.010892399,15.889364,555.52704,0.22373529,0.22783501,0.1655406,0.022653878,0.0035566944,0.050955713,2.8961332,1.518556,432.5612,402.66745,5347.3423,806.9244,4605.341,580.4732,6.458066,2.5284612,735.51874,223.89915,271.654,271.654,415.4168,84.20816,1107.0587,658.8864,349.52856,98.6079,1180.7687,421.29422,0.004875145,0,0.5560029,12.951362,7.0848317,0.1612842,0.037002854,0.05245458,0.00089329714,0.0023933842,0.2019762,0.41468918,0.7647242,1.9607874,2.6463082,5.670038,0.00028485715,0.0002002484,0.7121981,0.3087065,0.06837112,0.026335545,0.030491235,6.8869925,541.5955,1.1577858,0.3892759,0.3892759,0.21193495,0.004875145,2.835244,2709.1218,0.06837112,0.5249167,0.0049499413,5.8404264,1.5287895,1.8654572,0.71936506,0.003133455,0.2774723,0.7288903,7.246116
2,"Olaf","TOP","ar_tank",479,0.5052192,0.12943633,0.04592902,0.17536534,0.010438413,16.306889,556.01245,0.21000428,0.2356183,0.18295962,0.021207368,0.0030803795,0.04869377,2.8517745,1.5281837,426.35773,407.00946,5361.5005,785.3546,4512.008,548.2525,37.48568,8.5497,811.979,228.52647,251.50287,251.50287,405.0718,85.98471,1086.1809,671.1828,302.38074,112.58138,1473.0305,463.3928,0.012327269,0.032279775,0.51688075,12.734005,6.9258175,0.1778948,0.050545484,0.049355987,0.0010850264,0.0026712744,0.17118998,0.44885176,0.8643006,1.9227557,2.6430063,6.1294365,0.00018218471,0.00029166415,0.7054398,0.29609588,0.0710912,0.02480012,0.028896758,7.1347785,547.8998,1.3112104,0.3929639,0.3929639,0.17536534,0.044607043,3.2586699,3022.6042,0.0710912,0.5101265,0.0054973606,5.8058457,1.5019492,1.8420087,0.69809544,0.010886419,0.29098508,0.7230422,7.103712
2,"Olaf","TOP","attack_damage",16479,0.53844285,0.19321561,0.035135627,0.28472602,0.011954609,16.437162,581.6928,0.25708085,0.2335628,0.15982994,0.02970163,0.0055452064,0.058947418,3.2983797,1.6731598,462.5,430.80112,6001.6274,915.5741,5152.2417,657.7788,5.910056,2.539741,843.45123,255.23213,328.55685,328.55685,502.17975,120.13134,1150.2849,656.76965,374.4568,119.02287,1331.07,594.0325,0.0009304477,0.000952595,0.5066764,9.926687,7.455678,0.22444688,0.052043043,0.08368815,0.0011747836,0.0029899115,0.24983312,0.4929911,0.7282602,2.3159173,3.0566175,5.5122275,0.00031088718,0.00019869115,0.7175507,0.3054144,0.065067515,0.01853734,0.021588033,7.3410807,536.2819,1.150971,0.4169108,0.4169108,0.22835124,0.0018830427,2.7101626,3075.3872,0.065067515,0.48326644,0.006159944,6.858183,1.7489294,1.9796196,0.71843314,0.0027739329,0.27876732,0.7959542,7.680125
2,"Olaf","TOP","crit",512,0.58203125,0.21484375,0.025390625,0.33789062,0.00390625,17.892578,630.03467,0.31215996,0.23512504,0.14894316,0.041016012,0.008377496,0.071072094,4.1132812,1.9003906,501.8927,476.7491,6986.5625,1086.362,5968.0986,789.19183,5.2129545,2.9982045,1013.22406,294.14606,422.70132,422.70132,628.2861,197.45439,1236.9926,746.84937,377.14532,112.966,1345.9645,697.4898,0,0,0.4788054,9.727,7.7088346,0.3064472,0.07985684,0.12797302,0.0018942867,0.0027875158,0.42773438,0.6699219,0.80859375,2.9199219,3.6113281,5.7441406,0.00019310278,0.0002557542,0.85371315,0.32344347,0.077549614,0.01556268,0.017557543,7.99405,556.8379,1.1369919,0.4611031,0.4611031,0.24023438,0,2.3776207,3280.4468,0.077549614,0.5060083,0.007218049,8.7265625,2.1854837,2.1645305,0.7264538,0.0027598573,0.27076247,0.8782285,8.015282
2,"Olaf","TOP","mr_tank",153,0.49019608,0.14379086,0.03267974,0.18300654,0,16.503267,554.6901,0.19755894,0.23695226,0.16974586,0.019857721,0.0030089314,0.04281084,2.6013072,1.4771242,422.02182,400.20026,5481.956,794.599,4641.557,551.4469,8.642933,3.3685756,831.7305,239.76181,245.82703,245.82703,387.71204,89.24993,1170.5796,541.2264,550.03033,79.29082,1493.4685,483.69516,0,0,0.5340186,12.572816,6.876849,0.20127234,0.04994364,0.068755455,0.0012407295,0.0023568263,0.24836601,0.5686275,1.0130719,1.8562092,2.5555556,6.24183,0,0.00049288926,0.704246,0.29803026,0.059275184,0.021309078,0.024037428,7.5822763,533.8758,1.1732523,0.3673048,0.3673048,0.1764706,0,3.352695,3147.7432,0.059275184,0.47763607,0.005331175,6.0457516,1.3693401,1.8828386,0.693994,0.0042393403,0.3017394,0.67880815,7.0781217
3,"Galio","MIDDLE","ability_power",29784,0.5386449,0.099482946,0.077659145,0.056607574,0.021185871,15.805332,523.9563,0.197601,0.18129292,0.37528944,0.0143589275,0.0013264876,0.04584961,2.9805264,1.3473341,406.75702,380.7952,4902.831,778.91797,176.26804,10.915965,4546.3643,741.1634,180.16599,26.81071,147.68379,147.68379,208.66391,36.296642,933.2231,637.9572,232.19666,63.034996,1179.0587,128.14893,0.8356133,43.786423,1.3043439,3.974705,6.794247,0.033625487,0.01070638,0.008468797,0.00036167545,0.0008525817,0.13164787,0.44601128,0.77427477,1.0063121,2.1196616,5.8119125,0.00022390971,0.00039043595,0.7677825,0.28677702,0.10212925,0.06720274,0.07515509,5.614512,649.24603,1.7808647,0.57289046,0.57289046,0.17714208,44.622036,2.7118156,2240.431,0.10212925,0.72468656,0.0024141879,4.281292,1.5531248,1.9149467,0.014014267,0.95152944,0.034420453,0.83465356,6.8278723
3,"Galio","MIDDLE","ap_off_tank",13399,0.47369206,0.06560191,0.081274725,0.03373386,0.018807374,14.8579,510.42603,0.13678674,0.18914141,0.3612418,0.0077964584,0.00051724317,0.031330816,1.8725278,1.1396372,374.21494,346.17905,4481.904,668.3211,186.17058,13.345465,4145.513,644.0525,150.18628,10.896686,111.1012,111.1012,161.15967,28.528826,978.73395,675.5047,239.67058,63.52095,1198.2345,134.27359,0.1367528,41.78733,1.3726447,4.2921715,6.699449,0.024352541,0.0072270297,0.0056656403,0.00021610135,0.00077745214,0.078811854,0.3200239,0.71370995,0.6509441,1.6074334,5.5992236,0.00021570925,0.00040112445,0.72039557,0.30568966,0.08502403,0.060263418,0.067148,5.450229,593.758,1.6964195,0.49802855,0.49802855,0.14687663,41.924084,3.2573688,2311.242,0.08502403,0.68804854,0.0020421979,3.0560489,0.97642565,1.7859286,0.01996864,0.9636872,0.016304566,0.6828425,6.7238016
3,"Galio","MIDDLE","ar_tank",8794,0.5073914,0.059358653,0.07994087,0.028201045,0.018876506,15.5622015,504.88422,0.12543127,0.18745007,0.40700084,0.0067833792,0.0004000309,0.028336741,1.8191949,1.1317945,366.0591,343.45306,4270.8135,614.642,206.77452,16.018576,3891.8853,586.7202,172.12413,11.879066,93.02592,93.02592,152.4777,30.420742,989.4868,694.9831,216.50142,77.96778,1657.6587,122.058586,0.21284284,44.03138,1.4169681,5.6392717,6.2270336,0.027595289,0.007926256,0.0051840264,0.0004003924,0.0009720353,0.09540596,0.43791223,0.9110757,0.6790994,1.8705935,6.2604046,0.00029857748,0.00053417037,0.7484464,0.3244968,0.08540264,0.06341603,0.07048814,5.633291,627.7847,1.6260996,0.5324321,0.5324321,0.13929953,44.244225,4.3068085,2769.204,0.08540264,0.7204091,0.0029041453,3.6163294,0.94551766,1.6790787,0.026061635,0.95457226,0.019326804,0.62117255,6.254629
3,"Galio","MIDDLE","mr_tank",24145,0.44493684,0.0488714,0.07579209,0.029364258,0.0183889,14.576517,492.71686,0.11155683,0.18851313,0.34980285,0.0056468216,0.0003389441,0.02475111,1.4749223,1.0586871,360.99643,333.76068,4243.9927,581.8011,196.7713,14.049033,3896.673,560.26465,150.51567,7.4620104,94.89099,94.89099,144.9314,26.939146,984.9719,654.99005,263.07562,66.86848,1341.3065,110.67721,0.11275243,43.36525,1.3170357,4.313471,6.614636,0.02358366,0.0064293025,0.0054207398,0.0002069512,0.0006747957,0.06899979,0.31016773,0.73683995,0.5736591,1.4876372,5.6283703,0.00021081808,0.00041335606,0.75111586,0.3238215,0.08810714,0.07119849,0.07917855,5.416948,601.17334,1.6244154,0.46135968,0.46135968,0.124663495,43.478,3.9984083,2436.9556,0.08810714,0.75673634,0.0019236903,2.8196313,0.768537,1.6116533,0.024147484,0.9629831,0.012825707,0.59067786,6.63822
3,"Galio","MIDDLE","utility_enchanter",114,0.42105263,0.06140351,0.12280702,0.03508772,0.02631579,14.0438595,474.84888,0.1191595,0.19149232,0.3587974,0.0076212054,0.00049605634,0.02844261,1.6052631,1.0877193,351.2591,328.2145,3935.742,532.487,180.12451,11.550138,3618.5432,507.05444,137.04416,13.857455,72.38581,72.38581,126.32071,22.915455,842.8587,572.01544,209.07889,61.725567,1020.12854,93.91598,1.0571034,35.298443,1.3082985,4.313305,6.0845265,0.022843484,0.0020992109,0.004216965,0.00052548543,0.00061876886,0.10526316,0.27192983,0.74561405,0.50877196,1.3596492,5.868421,0,0,0.7099783,0.26817054,0.09128333,0.07078896,0.077545896,5.163291,582.5965,1.8313771,0.4779569,0.4779569,0.18421052,36.355545,3.4986527,1956.9032,0.09128333,0.70176524,0.0016697397,2.622807,0.8396875,1.5159379,0.02169093,0.95223814,0.026024023,0.6317631,6.10737
